OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU1569,Fungi,,,,,,
OTU1568,Fungi,,,,,,
OTU1561,Fungi,Chytridiomycota,,,,,
OTU1560,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora sp 
OTU1563,Fungi,,,,,,
OTU1562,Fungi,,,,,,
OTU1565,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus longistriatus
OTU1564,Fungi,Ascomycota,Eurotiomycetes,,,,
OTU1567,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU1566,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,
OTU927,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,
OTU926,Fungi,,,,,,
OTU664,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,
OTU665,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
OTU1189,Fungi,Ascomycota,,,,,
OTU1188,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Glarea,Glarea lozoyensis
OTU1187,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma capnoides
OTU1186,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
OTU1185,Fungi,Ascomycota,,,,,
OTU1184,Fungi,,,,,,
OTU1183,Fungi,,,,,,
OTU1182,Fungi,Basidiomycota,Agaricomycetes,,,,
OTU1181,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta canina
OTU1180,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma terrea
OTU1341,Fungi,,,,,,
OTU1340,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma vindobonense
OTU1343,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis romagnesiana
OTU1342,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU1345,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,
OTU1344,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Phialosimplex,Phialosimplex chlamydosporus
OTU1347,Fungi,Ascomycota,,,,,
OTU669,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,,
OTU1349,Fungi,,,,,,
OTU1348,Fungi,,,,,,
OTU929,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU146,Fungi,Ascomycota,,,,,
OTU1622,Fungi,,,,,,
OTU578,Fungi,,,,,,
OTU579,Fungi,Ascomycota,,,,,
OTU570,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,,
OTU571,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,
OTU572,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Omphalotus,Omphalotus illudens
OTU573,Fungi,Ascomycota,,,,,
OTU574,Fungi,,,,,,
OTU575,Fungi,Ascomycota,,,,,
OTU576,Fungi,Ascomycota,,,,,
OTU577,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU750,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,
OTU751,Fungi,Ascomycota,Sordariomycetes,,,,
OTU752,Fungi,,,,,,
OTU753,Fungi,Ascomycota,,,,,
OTU978,Fungi,Ascomycota,,,,,
OTU979,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Incertae_sedis,Operculomyces,Operculomyces laminatus
OTU756,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala sp 
OTU757,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma aeria
OTU206,Fungi,Chytridiomycota,Spizellomycetes,,,,
OTU207,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,
OTU204,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU977,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Agrocybe,Agrocybe pusiola
OTU202,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,
OTU203,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,
OTU200,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe siennophylla
OTU201,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU682,Fungi,Ascomycota,,,,,
OTU683,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe anthracophila
OTU680,Fungi,,,,,,
OTU681,Fungi,Chytridiomycota,,,,,
OTU686,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Incertae_sedis,Chrysosporium,Chrysosporium siglerae
OTU687,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe lenticulospora
OTU684,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU685,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,,,
OTU688,Fungi,Ascomycota,,,,,
OTU689,Fungi,,,,,,
OTU240,Fungi,Ascomycota,,,,,
OTU372,Fungi,Ascomycota,,,,,
OTU373,Fungi,Chytridiomycota,,,,,
OTU370,Fungi,Ascomycota,,,,,
OTU371,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,
OTU376,Fungi,Cercozoa,,,,,
OTU377,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Tubaria,Tubaria praestans
OTU374,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,
OTU375,Fungi,,,,,,
OTU710,Fungi,Ascomycota,,,,,
OTU378,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU379,Fungi,Ascomycota,,,,,
OTU247,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,,
OTU244,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus plagioporus
OTU245,Fungi,Ascomycota,,,,,
OTU198,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella sp 
OTU199,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,,,
OTU196,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis sp 
OTU197,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Powellomyces,Powellomyces sp 
OTU194,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,Darksidea delta
OTU195,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria sp 
OTU192,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,
OTU193,Fungi,Ascomycota,,,,,
OTU190,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,,
OTU191,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,
OTU1408,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces dolichospermus
OTU1409,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Tulostoma sp 
OTU1402,Fungi,,,,,,
OTU1403,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora sp 
OTU1400,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis,Acremonium,Acremonium polychromum
OTU1401,Fungi,Basidiomycota,Agaricomycetes,,,,
OTU1406,Fungi,Ascomycota,Sordariomycetes,,,,
OTU1407,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,,
OTU1404,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,,
OTU1405,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis fluvialis
OTU996,Fungi,,,,,,
OTU997,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,Stagonospora sp 
OTU994,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,
OTU995,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,
OTU992,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Perenniporia,Perenniporia ellipsospora
OTU993,Fungi,,,,,,
OTU990,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU991,Fungi,,,,,,
OTU998,Fungi,,,,,,
OTU999,Fungi,,,,,,
OTU1576,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Incertae_sedis,Operculomyces,Operculomyces laminatus
OTU1577,Fungi,,,,,,
OTU1574,Fungi,Ascomycota,,,,,
OTU1575,Fungi,,,,,,
OTU1572,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius oreades
OTU1573,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina caerulescens
OTU1570,Fungi,,,,,,
OTU1571,Fungi,Ascomycota,Sordariomycetes,,,,
OTU1578,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Incertae_sedis,Sistotrema,Sistotrema sp 
OTU1579,Fungi,,,,,,
OTU758,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU1198,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Galerina,Galerina hygrophila
OTU1199,Fungi,,,,,,
OTU1194,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,
OTU1195,Fungi,,,,,,
OTU1196,Fungi,Basidiomycota,,,,,
OTU1197,Fungi,,,,,,
OTU1190,Fungi,,,,,,
OTU1191,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,
OTU1192,Fungi,,,,,,
OTU1193,Fungi,,,,,,
OTU1358,Fungi,Ascomycota,,,,,
OTU1359,Fungi,,,,,,
OTU1356,Fungi,,,,,,
OTU1357,Fungi,,,,,,
OTU1354,Fungi,,,,,,
OTU1355,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,,
OTU1352,Fungi,,,,,,
OTU1353,Fungi,,,,,,
OTU1350,Fungi,Chytridiomycota,,,,,
OTU1351,Fungi,,,,,,
OTU567,Fungi,,,,,,
OTU566,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,
OTU565,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,
OTU564,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces dolichospermus
OTU563,Fungi,Ascomycota,,,,,
OTU562,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU561,Fungi,Ascomycota,,,,,
OTU560,Fungi,Ascomycota,,,,,
OTU569,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU568,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU969,Fungi,,,,,,
OTU968,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium sp 
OTU219,Fungi,,,,,,
OTU218,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,
OTU749,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
OTU748,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,
OTU963,Fungi,,,,,,
OTU962,Fungi,Ascomycota,,,,,
OTU961,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces plurigibbosus
OTU960,Fungi,,,,,,
OTU967,Fungi,Ascomycota,,,,,
OTU966,Fungi,Ascomycota,,,,,
OTU965,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe siliginea
OTU212,Fungi,,,,,,
OTU691,Fungi,Basidiomycota,Agaricomycetes,,,,
OTU690,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp 
OTU693,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma aerugineum
OTU692,Fungi,Ascomycota,,,,,
OTU695,Fungi,Chytridiomycota,,,,,
OTU694,Fungi,,,,,,
OTU697,Fungi,,,,,,
OTU696,Fungi,,,,,,
OTU699,Fungi,Kickxellomycota,,,,,
OTU698,Fungi,,,,,,
OTU361,Fungi,Chytridiomycota,,,,,
OTU360,Fungi,Ascomycota,,,,,
OTU363,Fungi,Ascomycota,Dothideomycetes,,,,
OTU362,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,,,
OTU365,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella alpina
OTU364,Fungi,Ascomycota,,,,,
OTU367,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,,
OTU366,Fungi,Ascomycota,,,,,
OTU369,Fungi,,,,,,
OTU368,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,,
OTU1693,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora terricola
OTU1692,Fungi,,,,,,
OTU1691,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium raperi
OTU1690,Fungi,,,,,,
OTU220,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys oligospora
OTU189,Fungi,Chytridiomycota,,,,,
OTU188,Fungi,Ascomycota,Orbiliomycetes,,,,
OTU221,Fungi,Ascomycota,,,,,
OTU185,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,,
OTU184,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,,,
OTU187,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU186,Fungi,Ascomycota,,,,,
OTU181,Fungi,Basidiomycota,Tremellomycetes,,,,
OTU180,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,,
OTU183,Fungi,Ascomycota,,,,,
OTU182,Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Ramicandelaber,
OTU223,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,
OTU224,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,
OTU1346,Fungi,,,,,,
OTU225,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,
OTU226,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU227,Fungi,,,,,,
OTU985,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma sp 
OTU984,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,
OTU987,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,,
OTU986,Fungi,Ascomycota,,,,,
OTU981,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,
OTU980,Fungi,Ascomycota,,,,,
OTU983,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces,Kochiomyces sp 
OTU982,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,
OTU989,Fungi,,,,,,
OTU988,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota gummosa
OTU1503,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella polygonia
OTU1502,Fungi,,,,,,
OTU1501,Fungi,Ascomycota,,,,,
OTU1500,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,,,
OTU1507,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,
OTU1506,Fungi,Basidiomycota,Agaricomycetes,,,,
OTU1505,Fungi,,,,,,
OTU1504,Fungi,Ascomycota,,,,,
OTU1509,Fungi,,,,,,
OTU1508,Fungi,,,,,,
OTU1219,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU1218,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
OTU1217,Fungi,,,,,,
OTU1216,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,
OTU1215,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,Bovista promontorii
OTU1214,Fungi,,,,,,
OTU1213,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,
OTU1212,Fungi,,,,,,
OTU1211,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
OTU1210,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella arenosa
OTU1639,Fungi,Basidiomycota,Agaricomycetes,Russulales,,,
OTU1638,Fungi,Chytridiomycota,,,,,
OTU1329,Fungi,Ascomycota,,,,,
OTU1328,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU1323,Fungi,,,,,,
OTU1322,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Drechslera,Drechslera sp 
OTU1321,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium sp 
OTU1320,Fungi,,,,,,
OTU1327,Fungi,Ascomycota,,,,,
OTU1326,Fungi,,,,,,
OTU1325,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,Oidiodendron cereale
OTU1324,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium sp 
OTU354,Fungi,Ascomycota,Sordariomycetes,Branch06,,,
OTU355,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium oxalicum
OTU356,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Minimelanolocus,Minimelanolocus obscurus
OTU357,Fungi,,,,,,
OTU350,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Powellomyces,Powellomyces sp 
OTU351,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces atroroseus
OTU1037,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Agrocybe,Agrocybe vervacti
OTU1036,Fungi,,,,,,
OTU1035,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,,
OTU1034,Fungi,,,,,,
OTU1033,Fungi,,,,,,
OTU1032,Fungi,,,,,,
OTU1031,Fungi,,,,,,
OTU1030,Fungi,Ascomycota,Dothideomycetes,Dothideales,Selenophoma,Selenophoma,Selenophoma mahoniae
OTU353,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,
OTU1039,Fungi,Ascomycota,Sordariomycetes,,,,
OTU1038,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,
OTU1384,Fungi,Ascomycota,,,,,
OTU1382,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Rhizoplaca,
OTU512,Fungi,Ascomycota,,,,,
OTU513,Fungi,,,,,,
OTU510,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,Ochroconis tshawytschae
OTU511,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,,,
OTU516,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,,
OTU517,Fungi,Ascomycota,Sordariomycetes,,,,
OTU514,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Duddingtonia,Duddingtonia flagrans
OTU515,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis,Eremomycetaceae,,
OTU518,Fungi,Ascomycota,,,,,
OTU519,Fungi,Chytridiomycota,Chytridiomycetes,,,,
OTU228,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnoascus,Gymnoascus reessii
OTU229,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,
OTU738,Fungi,,,,,,
OTU739,Fungi,,,,,,
OTU1697,Fungi,,,,,,
OTU1696,Fungi,Basidiomycota,,,,,
OTU1695,Fungi,Ascomycota,,,,,
OTU1694,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
OTU732,Fungi,,,,,,
OTU733,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,Bovista plumbea
OTU730,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,,
OTU731,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella calcarea
OTU736,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU737,Fungi,Ascomycota,Saccharomycetes,,,,
OTU734,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,
OTU735,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU358,Fungi,Ascomycota,,,,,
OTU359,Fungi,,,,,,
OTU428,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces pseudodichotomus
OTU429,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria sclerotioides
OTU426,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon pyriforme
OTU427,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
OTU424,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,
OTU425,Fungi,Chytridiomycota,,,,,
OTU422,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Typhula,
OTU423,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Powellomyces,Powellomyces hirtus
OTU420,Fungi,Chytridiomycota,,,,,
OTU421,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus clavatus
OTU646,Fungi,,,,,,
OTU647,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,,,
OTU644,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Powellomyces,Powellomyces sp 
OTU645,Fungi,Ascomycota,,,,,
OTU642,Fungi,Ascomycota,,,,,
OTU643,Fungi,Ascomycota,Orbiliomycetes,,,,
OTU640,Fungi,Ascomycota,,,,,
OTU641,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Myceliophthora,Myceliophthora sp 
OTU648,Fungi,,,,,,
OTU649,Fungi,Ascomycota,,,,,
OTU1510,Fungi,,,,,,
OTU1511,Fungi,,,,,,
OTU1512,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma aerugineum
OTU1513,Fungi,,,,,,
OTU1514,Fungi,,,,,,
OTU1515,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Guehomyces,Guehomyces pullulans
OTU1516,Fungi,,,,,,
OTU1517,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe brachypodii
OTU1518,Fungi,,,,,,
OTU1519,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium raperi
OTU1208,Fungi,,,,,,
OTU1209,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium dierckxii
OTU1204,Fungi,,,,,,
OTU1205,Fungi,,,,,,
OTU1206,Fungi,,,,,,
OTU1207,Fungi,,,,,,
OTU1200,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,
OTU1201,Fungi,Ascomycota,,,,,
OTU1202,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Kraurogymnocarpa,Kraurogymnocarpa trochleospora
OTU1203,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus disseminatus
OTU1338,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hebelomataceae,,
